key,title,year,journal,issn,url,location,Discipline (primary),Discipline (secondary),Study scale / case geography,Study time window,Social media platform(s),Geographic origin of posts/images (country/region),Data collection mode,Sampling/subsampling strategy,Dataset size (images),"Other dataset size (e.g., posts/users)",Metadata used?,Metadata types used,Is text used for interpretation?,Analysis method (primary),Analysis method (secondary),DS Methods,Computer vision task(s),Validation / reliability,Key findings (1–3 bullet points),Bias/limitations discussed?,Bias/limitation types,Ethics approval mentioned?,Privacy & de-identification measures,Are example images displayed?,Scholar affiliation continent(s),Cross-continent collaboration?,Continent2,Continent3,Cross-country,Limitations (authors' statements),Notes,Conclusion,Reviewer,QC Flags
rayyan-340807905,"The impact of visual, auditory, textual stimuli on crowdfunding: evidence from tourism projects",2025,Current Issues in Tourism,13683500 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199497563&doi=10.1080%2F13683500.2024.2378608&partnerID=40&md5=72a13f54016621d63f5bb0fc1614edff,"[""University of Macau, Department of Integrated Resort and Tourism Management, Taipa, Macao"", ""Hainan University, Department of Tourism Management, Haikou, China""]",Business,Tourism,Global,Not mentioned,Other,Not mentioned,Automated via API,,"1k–9,999",,Yes,Captions,Full post text,Object Recognition,Trends of images,Off-the-shelf model,Object detection,Not reported,"• Text is the strongest predictor of crowdfunding success; video is moderately predictive, images are weakest. 
• Higher video resolution, more scenes, and greater visual variation improve prediction of success. 
• Multimodal combinations outperform any single stimulus; content consistency across modalities has limited predictive benefit. 
",Yes,Platform bias,No,Not mentioned,Yes,Asia,Yes,Asia,Europe,,"• Data from only one platform (Indiegogo). 
• Focuses on prediction rather than explanation. 
• Does not examine sequencing of stimuli users see.","Highly technical multimodal ML pipeline; rare example integrating image + video + audio + text in tourism crowdfunding forecasting.
",Include,Abi,Study time window not in YYYY or YYYY-YYYY (manual check)
rayyan-340807421,"The memeification of China’s Twitter diplomacy, 2019–2022: Adding memes to the toolkit of China’s wolf warrior diplomats",2025,Global Media and Communication,17427665 (ISSN); 17427673 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217391242&doi=10.1177%2F17427665251316027&partnerID=40&md5=f7be1b62f665110065a660ba9f2eba61,"Aarhus Universitet, Aarhus, Denmark",Communication,Politics,Asia,2019-2022,Twitter,China,Automated via API,,"1k–9,999",,Yes,Multiple,Full post text,Network Analysis,Thematic Coding,Custom model,Other,Manual verification,"• Memes significantly increased engagement and virality in Chinese digital diplomacy.
• Playful and sarcastic visual memes amplified ideological confrontation with the US and NATO.
• Meme use disrupted traditional diplomatic norms and blurred propaganda and popular culture.",Yes,Platform bias,Not applicable,Not mentioned,Yes,Europe,No,,,,"• Focus limited to Twitter.
• difficulty assessing audience interpretation.
• emphasis on highly visible accounts.",Large-scale mixed-method study combining computational analysis and qualitative meme analysis. Strong example of DS + visual social media research.,Include,Abi,
rayyan-340807666,The Popularity Gap: Effects of Social Status on the Visibility of Lifestyle Sports Stars on Instagram,2025,Communication and Sport,21674795 (ISSN); 21674809 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181485221&doi=10.1177%2F21674795231225620&partnerID=40&md5=c02be5d015324a2f35c5e38bb72ff652,"West Virginia University, Department of Sociology and Anthropology, Morgantown, United States",Communication,Psychology,North America,2020-2022,Instagram,USA,Mixed,,"1k–9,999",,Yes,Multiple,Captions only,Thematic Coding,Comparing Images,,,Inter-coder reliability,"• Gender, dominance, and physical attractiveness significantly influence Instagram popularity
• High-status athletes receive disproportionate visibility independent of effort
• Visual self-branding does not fully offset structural inequalities",Yes,Unrepresentative populations,No,No example images shown,No,North America,No,,,,"• Sample limited to one sport; focus on one platform
• findings may not generalize to other athletic domains",Visual analysis combined with statistical modeling; no automated image analysis,Include,Abi,
rayyan-340816225,The visual vaccine debate on twitter: A social network analysis,2020,Media and Communication,21832439 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089000453&doi=10.17645%2Fmac.v8i2.2847&partnerID=40&md5=475bc0524401bb01f245b0d6f4aee883,"[""University of the West of England, Department of Applied Sciences, Bristol, United Kingdom"", ""University of the West of England, Department of Health and Social Sciences, Bristol, United Kingdom""]",Health,Communication,Global,2016,Twitter,Not mentioned,Automated via API,,"1k–9,999",,Yes,Multiple,Full post text,Network Analysis,Comparing Images,,,Not reported,"• Anti-vaccine and pro-vaccine users form two polarized, isolated networks that rarely interact.
• Anti-vaccine images spread within dense clusters dominated by activists and parents; pro-vaccine clusters are more fragmented and led by NGOs.
• Anti-vaccine images reach broader visibility through high internal retweeting, potentially amplifying misinformation.",Yes,Platform bias,Yes,Not mentioned,No,Europe,No,,,,"• Twitter’s structure may shift over time; findings not generalizable beyond 2016.
• Manual classification risks subjective interpretation.
• Lack of geolocation and demographic metadata limits contextual interpretation.","Focuses specifically on image-sharing patterns, not textual content alone, adds novel insight into visual misinformation dynamics.",Include,Abi,
rayyan-340810000,Uncovering gender stereotypes in controversial science discourse: evidence from computational text and visual analyses across digital platforms,2024,Journal of Computer-Mediated Communication,10836101 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184851176&doi=10.1093%2Fjcmc%2Fzmad052&partnerID=40&md5=67dcd79a3e769f8a8938ed3e9e6a8742,"[""University of Wisconsin-Madison, Department of Life Sciences Communication, Madison, United States"", ""University of Wisconsin-Madison, Madison, United States"", ""University of Iowa, School of Journalism and Mass Communication, Iowa City, United States""]",Communication,Sociology & Cultural Studies,Global,2015-2022,Multiple,Not mentoned,Automated via API,,"1k–9,999",,Yes,Captions,Full post text,Object Recognition,Network Analysis,Custom model,Other,Manual verification,"• Gender stereotypes strongly structure digital science discourse. Women are associated with care, children, health; men with conspiracy & misinformation. 
• Clear cross-platform differences: YouTube emphasizes women’s moral language; TikTok emphasizes men/authority language. 
• Thumbnails also reflect stereotypes: women shown in vlog-style selfies or as activists; men shown in conspiracy-themed imagery.",Yes,Platform bias,Not applicable,Not mentioned,Yes,North America,No,,,Cross-platform,"• Data skew toward highly viewed YouTube videos. 
• limited exploration of platform-specific mechanisms. 
• gender stereotypes may evolve. 
• limited misinformation lexicon. 
","Uses multimodal analysis—text + thumbnails; applies Social Identity Model of Deindividuation (SIDE); explores gender-neutral vs gendered language engagement.
",Include,Abi,
rayyan-340806815,Using geo-data and social media images to explore the supply and demand of cultural ecosystem services for terraces in China,2025,Ecosystem Services,22120416 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016138424&doi=10.1016%2Fj.ecoser.2025.101778&partnerID=40&md5=c4000d8f8c7608bb3b255b425a6205a0,"[""Beijing Forestry University, School of Landscape Architecture, Beijing, China"", ""University College London, London, United Kingdom""]",Environment & Landscape,Interdisciplinary,Asia,2022-2024,Weibo,China,Automated via API,,"10k–99,999",,Yes,Geotags,No text used,Object Recognition,Geospatial Analysis,Fine-tuned model,Object detection,Manual verification,"• High cultural ecosystem service (CES) supply and demand clusters are concentrated in southeastern and southwestern China.
• EfficientNet-B3 achieved 92% accuracy in classifying social media images into seven CES-related categories.
• There is a significant positive spatial autocorrelation between CES supply and demand (Moran’s I = 0.372).",Yes,Unrepresentative populations,Not applicable,Not mentioned,Yes,Multiple,Yes,Asia,North America,,"• Social media demographic bias
• Subjective interpretation of images
• Geotagging inaccuracies
• Difficulty mapping intangible CES","Primarily an environmental science / GIS research paper rather than social-science analysis of social-media imagery, but it uses CNNs on social media images, so it fits your project criteria",Include,Abi,
rayyan-340812196,Valuing cultural ecosystem services combining deep learning and benefit transfer approach,2022,Ecosystem Services,22120416 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141318120&doi=10.1016%2Fj.ecoser.2022.101487&partnerID=40&md5=f3d5123b747ec8a17d839b5de06484e3,"[""The University of British Columbia, Department of Forest Resources Management, Vancouver, Canada"", ""ETH Zürich, Department of Environmental Systems Science, Zurich, Switzerland""]",Environment & Landscape,Information Management,North America,2005-2020,Flickr,British Columbia,Automated via API,,≥1M,,Yes,Geotags,No text used,Object Recognition,Geospatial Analysis,Fine-tuned model,Scene classification,Against gold standard,"• Deep learning CNNs achieved 85% accuracy in classifying cultural ecosystem service imagery.
• Flickr images reveal distinct recreational and aesthetic patterns across BC parks.
• Combining CNN outputs with benefit-transfer economics estimated large monetary values for recreation services.",Yes,Platform bias,Not applicable,No example images shown,Yes,Multiple,Yes,North America,Europe,,"• Flickr demographic bias and declining popularity
• Underrepresentation of certain activities
• Transfer learning limits CNN adaptability
• Some CES categories difficult to detect visually
• Possible misclassification between hiking/climbing/water-related","Highly methodological paper demonstrating deep learning for automated CES assessment + economic valuation. Strong emphasis on CNN architecture, training pipeline, and benefit transfer methodology.",Include,Abi,
rayyan-340814007,Vandalism as Symbolic Reparation Imaginaries of Protest in Nicaragua,2021,Cambridge Journal of Anthropology,03057674 (ISSN); 20477716 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144871662&doi=10.3167%2Fcja.2021.390203&partnerID=40&md5=c1370b42c6cf6de75d52c11828b3b8bd,"University of the Arts London, London, United Kingdom",Sociology & Cultural Studies,Politics,Latin America,2018,Multiple,Nicaragua,Manual,,Not reported,,No,,Captions only,Narrative of images,Thematic Coding,,,Not reported,"• Protest vandalism in Nicaragua functions as symbolic reparation, reclaiming political meaning. 
• Social media imagery played a central role in circulating revolutionary iconography and shaping political imaginaries. 
• Similar visual protest practices in Chile and Mexico reveal a shared repertoire of iconoclasm and public-space interventions across Latin America.",Yes,Researcher subjectivity,Not applicable,Not mentioned,Yes,Europe,No,,,Cross-country,"• Protest imagery is ephemeral and difficult to archive. 
• Social media material is fragmented and may bias interpretations. 
• Acts labelled as “vandalism” are politically contested, complicating analysis.","Focuses on visual protest practices and symbolic meaning; strong anthropological and theoretical framing; no computational methods; imagery used mainly for narrative/interpretive purposes.
",Include,Abi,
rayyan-340809082,Video source camera identification using fusion of texture features and noise fingerprint,2024,Forensic Science International: Digital Investigation,26662825 (ISSN); 26662817 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188233619&doi=10.1016%2Fj.fsidi.2024.301746&partnerID=40&md5=12e2707d1aba25ac6878d788994add03,"National Institute of Technology Tiruchirappalli, Department of Computer Science and Engineering, Tiruchirappalli, India",Information Management,Interdisciplinary,Not mentioned,Not Mentioned,Multiple,Not mentioned,Manual,,"1k–9,999",,Yes,Timestamps,No text used,Object Recognition,Comparing Images,Custom model,Other,Against gold standard,"• Higher Order Wavelet Statistics fused with PRNU, LBP, and GLCM features greatly improve video source app identification accuracy.
• ExtraTrees classifier achieved ~99.96% accuracy in identifying which instant messaging app encoded a video.
• Re-encoding by IMAs introduces unique traces that can be used to identify the transmission source for forensic purposes.",Yes,Platform bias,Not applicable,Collect images without metadata only,No,Asia,No,,,,"• PRNU severely affected by video compression and high-texture content
• Results may differ on real-world, user-generated videos
• Only Android IMAs tested; limited device diversity
• Feature extraction computationally heavy
",Highly technical forensic CV study; not a social-media content analysis paper. Still relevant if reviewing image-processing methods applied to media circulated online.,Include,Abi,Study time window not in YYYY or YYYY-YYYY (manual check)
rayyan-340810187,Visual Attributes of Thumbnails in Predicting YouTube Brand Channel Views in the Marketing Digitalization Era,2024,IEEE Transactions on Computational Social Systems,2329924X (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164377410&doi=10.1109%2FTCSS.2023.3289410&partnerID=40&md5=98110e9f3a07aaf38c190370a73ef8f5,"[""Handong Global University, School of Communication Arts and Science, Pohang, South Korea"", ""Korea Advanced Institute of Science and Technology, Daejeon, South Korea"", ""Handong Global University, School of Global Entrepreneurship and Information Communication Technology, Pohang, South Korea"", ""Pohang University of Science and Technology, School of Convergence Science and Technology, Pohang, South Korea"", ""Handong Global University, School of Economics and Management, Pohang, South Korea""]",Information Management,Business,Asia,2020-2022,Other,South Korea,Automated via API,,"10k–99,999",,Yes,Tags,No text used,Object Recognition,Image Trends,Custom model,Object detection,Against gold standard,"• Offline brand ranking, subscriber count, number of channel videos, thumbnail brightness, and thumbnail colorfulness strongly predict view counts. ￼
• SVM achieved the best performance (MAPE ≈ 1.99%). ￼
• Purposefully designed thumbnails outperform automatically generated ones; visual design significantly shapes viewer selection.",Yes,Platform bias,Not applicable,Not mentioned,Yes,Asia,No,,,,"• Only Korean YouTube brand channels analyzed, limited generalizability.
• Thumbnail ""optimal"" brightness/color not precisely determined.
• Need external factors.
• Need experiments comparing different thumbnails for same video.","• Strongly visual-focused methodology.
• Heavy integration of computer vision + machine learning.
• Combines brand metadata, channel metadata, and thumbnail image attributes.",Include,Abi,
rayyan-340815937,Visual cross-platform analysis: digital methods to research social media images,2020,Information Communication and Society,1369118X (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048867931&doi=10.1080%2F1369118X.2018.1486871&partnerID=40&md5=fb5c3c586d543f4e967377a88c980e68,"[""The University of Sheffield, iHuman, Sheffield, United Kingdom"", ""The University of Sheffield, Department of Sociological Studies, Sheffield, United Kingdom"", ""University of Michigan, Ann Arbor, English Language and Literature, Ann Arbor, United States"", ""Dublin City University, School of Communications, Dublin, Ireland"", ""Universität Potsdam, Faculty of Economics and Social Sciences, Potsdam, Germany"", ""Universidade Nova de Lisboa, iNOVA Media Lab, Lisbon, Portugal"", ""Universidade do Estado do Rio de Janeiro, Institute of Social Medicine, Rio de Janeiro, Brazil""]",Communication,Information Management,Global,2016-2017,Twitter,Not mentioned,Automated via API,,"10k–99,999",,Yes,Hashtags,Captions only,Image Trends,Network Analysis,,,Not reported,"• Each platform exhibits a distinct visual vernacular, shaped by both culture and affordances.
• Cross-platform differences show that images circulate more effectively on Twitter than Instagram despite Instagram being the “visual” platform.
• Visual methods such as image-text networks and composite images can reveal macro- and meso-level patterns in climate change communication.",Yes,Platform bias,No,Not mentioned,Yes,Multiple,Yes,North America,Europe,Cross-platform,"• Dataset relies on text-based retrieval, which can miss visually relevant content.
• API access creates structural bias.
• Image reposting patterns differ by platform, complicating comparability.",Study focuses on methodological development rather than theory-building about climate change visuals.,Include,Abi,
rayyan-340808863,Visual information and appearance: The impact of visual attributes of user-generated photos on review helpfulness,2024,Telematics and Informatics,07365853 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198244006&doi=10.1016%2Fj.tele.2024.102164&partnerID=40&md5=4937802d77f74d1db1aa27dd0c90f996,"[""Shanghai International Studies University, School of Business and Management, Shanghai, China"", ""Shanghai International Studies University, School of Business and Management, Shanghai, China""]",Business,Information Management,North America,2007-2023,Twitter,USA,Automated via API,,"10k–99,999",,Yes,Captions,Full post text,Object Recognition,,Fine-tuned model,Object detection,Manual verification,"• Visual breadth and visual depth significantly increase perceived review helpfulness.
• Image aesthetics alone does not increase review helpfulness.
• Reviewer status and review text length strengthen the effects of visual information on helpfulness.",Yes,Platform bias,No,Not mentioned,Yes,Asia,No,,,,"• Missing additional visual categories such as service.
• U.S. only restaurant platform, generalizability limited.
• Moderate dataset size, suggest larger datasets in future.",Advanced use of YOLOv5 + NIMA makes this a strong computational-visual analysis example; strong mapping to ELM theory.,Include,Abi,
rayyan-340814816,Visual media analysis for Instagram and other online platforms,2021,Big Data and Society,20539517 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108093799&doi=10.1177%2F20539517211022370&partnerID=40&md5=6b175a02d484c4c8f477549b8d5fb736,"Universiteit van Amsterdam, Media Studies, Amsterdam, Netherlands",Communication,Information Management,Global,Not Mentioned,Instagram,Global,Automated via API,,"10k–99,999",,Yes,Captions,Captions only,Image Type Identification,Image Trends,Custom model,Other,Not reported,"• Introduces “metapictures” as analytical visual arrangements enabling both close and distant reading of visual social media.
• Demonstrates methods including image similarity grouping, image composites, dominant image detection, content moderation analysis, and cross-platform comparison.
• Shows how visual datasets can reveal platform vernaculars, political alignment, misinformation patterns, and content moderation differences.",Yes,Platform bias,Not applicable,Not mentioned,Yes,Europe,No,,,Cross-platform,"• Visual analysis is constrained by platform access restrictions.
• Metadata availability varies widely across platforms.
• API restrictions hinder reproducibility.
• Automated labeling often does not capture social meaning.",Highly methodological; provides demonstrations rather than one empirical dataset. Excellent reference for visual social media analysis methods.,Include,Abi,Study time window not in YYYY or YYYY-YYYY (manual check)
rayyan-340807049,Visual Narratives and Digital Engagement: Decoding Seoul and Tokyo’s Tourism Identity Through Instagram Analytics,2025,Tourism and Hospitality,26735768 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014362792&doi=10.3390%2Ftourhosp6030149&partnerID=40&md5=277339eeb3f8984aafdaf50b7f8b9e4c,"Ewha Womans University, Department of Communication & Media, Seoul, South Korea",Communication,Tourism,Asia,2018-2019,Instagram,"South Korea, Japan",Automated via API,,"10k–99,999","~29,985 posts for Seoul
~29,959 posts for Tokyo",Yes,Captions,Full post text,Object Recognition,Geospatial Analysis,Fine-tuned model,Object detection,Inter-coder reliability,"• Tokyo posts received significantly more likes, while Seoul posts elicited more comments and stronger emotional engagement.
• Seoul had more posts on landmarks/architecture, Tokyo more on food; overall “person” was the dominant category.
• Engagement drivers differ: hashtags matter most for Seoul, presence of people/animals matters most for Tokyo.",Yes,Platform bias,Not applicable,Anonymization (hide IDs/avatars),No,Asia,No,,,Cross-country,"• Lower geotag availability in Tokyo introduces spatial uncertainty
• Dataset covers a limited time period (2018–2019)
• Broad content categories reduce granularity
• Instagram-only sample limits generalizability","• Extensive mixed-methods pipeline integrating CNN, sentiment analysis, geospatial clustering, and SHAP.
• Strong methodological transparency and validation steps.
• Highly relevant to your review because it uses large-scale visual social media analysis with computational tools.",Include,Abi,
rayyan-340814384,Visualizing digital traces for sustainable urban management: Mapping tourism activity on the virtual public space,2021,Sustainability (Switzerland),20711050 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103012275&doi=10.3390%2Fsu13063159&partnerID=40&md5=7e9eb184f85d82193d2c00f567fad69f,"[""Universitat Politècnica de Catalunya, Department of Architectural Representation, Barcelona, Spain"", ""Universitat Politècnica de Catalunya, Department of Architectural Technology, Barcelona, Spain""]",Environment & Landscape,Tourism,Europe,2005-2016,Flickr,Global,Automated via API,,≥1M,"4,283 Flickr users; 10,908 unique location strings; 5693 geocoded locations.",Yes,Hashtags,No text used,Geospatial Analysis,Image Trends,Custom model,,Not reported,"• Geotagged social media images can accurately map real-world tourist behavior and hotspot areas. ￼
• Clear differences between local vs. tourist photographic activity: tourists concentrate heavily around landmarks; locals show dispersed patterns.
• Visualization techniques (treemaps, KDE, rasterization) provide actionable insights for sustainable tourism policies.",Yes,Platform bias,Not applicable,No example images shown,No,Europe,No,,,Cross-country,"• Flickr bias toward Western users
• Convenience sample issues
• Potential loss of access if platforms restrict data","Strong methodological contribution focused on spatial statistics, KDE, and data visualization for planners.",Include,Abi,
rayyan-340811235,Visualizing environmental management: Corporate environmental images information disclosure and idiosyncratic risk,2023,Environmental Impact Assessment Review,01959255 (ISSN); 9024727650 (ISBN); 9789024727650 (ISBN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147109688&doi=10.1016%2Fj.eiar.2022.107026&partnerID=40&md5=f9a5664bdcd202140e3260f9c4bfc955,"[""Hefei University of Technology, School of Management, Hefei, China"", ""Ministry of Education of the People's Republic of China, Key Laboratory of Process Optimization and Intelligent Decision-making, Beijing, China"", ""Hefei University of Technology, Hefei, China""]",Business,Environment & Landscape,Asia,2016-2020,Other,China,Automated via API,,"10k–99,999","20,699 images",No,,No text used,Object Recognition,,Custom model,Scene classification,Manual verification,"• Companies increasingly disclose environmental images, especially environmental awareness visuals (>50% yearly).
• Environmental image disclosure is negatively associated with idiosyncratic risk, meaning more visual disclosure = lower financial risk.
• When companies experience negative environmental events or have high idiosyncratic risk, image disclosure becomes impression management and no longer reduces risk.
",Yes,Platform bias,Not applicable,Not mentioned,Yes,Asia,No,,,,"• Image categories may be imperfect representations.
• Only covers environmentally sensitive firms in China.
• Does not incorporate textual environmental disclosures.",Very strong example of machine-learning automated image classification in social-media environmental research.,Include,Abi,
rayyan-340815289,Visualizing the triple bottom line: A large-scale automated visual content analysis of European corporations' website and social media images,2020,Corporate Social Responsibility and Environmental Management,15353966 (ISSN); 15353958 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087220262&doi=10.1002%2Fcsr.1988&partnerID=40&md5=2ce4d3a8cd959363911f338d0c8828e3,"Universiteit van Amsterdam, Amsterdam, Netherlands",Communication,Business,Europe,2011-2019,Twitter,Europe,Mixed,,"10k–99,999","47,195 tweets filtered to obtain images",Yes,URLs,No text used,Object Recognition,Image Trends,Custom model,Scene classification,Inter-coder reliability,"• Companies overwhelmingly emphasize the profit dimension in visual CSR communication (web and Twitter).
• Firms post more people/planet/profit images on Twitter than websites, showing channel differences.",Yes,Platform bias,No,Not mentioned,Yes,Europe,No,,,Cross-platform,"• Machine vision APIs limited to basic semantic labels.
• Imbalance in image counts between platforms.
• Website scraping provides only a snapshot, cannot ensure temporal comparability.
• Twitter classifier performance differs from website classifier.","Automated visual analysis of >25k images, one of the earliest large-scale CV applications in CSR communication.",Include,Abi,
rayyan-340808426,YouTube thumbnail design recommendation systems using image-tabular multimodal data for Thai’s YouTube thumbnail,2024,Social Network Analysis and Mining,18695469 (ISSN); 18695450 (ISSN),https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203246778&doi=10.1007%2Fs13278-024-01317-7&partnerID=40&md5=cf2781b6fb7e140abd04a2e805092a22,"National Institute of Development Administration, Graduate School of Applied Statistics, Bangkok, Thailand",Information Management,Communication,Asia,2022-2023,Other,Thailand,Automated via API,,"1k–9,999","7,030 total records before filtering",Yes,Likes,No text used,Object Recognition,Image Type Identification,Fine-tuned model,Scene classification,Against gold standard,"• Combined multimodal tabular + image features can predict high-performing YouTube thumbnails.
• Xception model achieved best classification accuracy (≈88%).
• Object detection + clustering revealed visual elements linked to higher engagement in Food, IT, and Travel categories.",Yes,Platform bias,No,Not mentioned,Yes,Asia,No,,,,"• Need larger dataset
• Need region-specific training data
• Suggest adding object location, color tone, emotion cues in future work",Case report-style illustration of multimodal recommendation system for thumbnail optimization,Include,Abi,
